Datetime,Open,High,Low,Close,Adj Close,Volume
2022-02-11 09:30:00-05:00,303.4375,304.17999267578125,301.5199890136719,302.3868103027344,302.3868103027344,2729768
2022-02-11 09:45:00-05:00,302.3800048828125,304.2900085449219,300.9800109863281,301.47540283203125,301.47540283203125,1452981
2022-02-11 10:00:00-05:00,301.4599914550781,302.9800109863281,300.0899963378906,300.2900085449219,300.2900085449219,1443321
2022-02-11 10:15:00-05:00,300.2799987792969,300.83270263671875,299.0199890136719,300.42999267578125,300.42999267578125,2058287
2022-02-11 10:30:00-05:00,300.4549865722656,301.3399963378906,299.95001220703125,300.9649963378906,300.9649963378906,944236
2022-02-11 10:45:00-05:00,300.9599914550781,301.29998779296875,299.95098876953125,300.1700134277344,300.1700134277344,948949
2022-02-11 11:00:00-05:00,300.18499755859375,301.3240966796875,299.5400085449219,299.69500732421875,299.69500732421875,961503
2022-02-11 11:15:00-05:00,299.7099914550781,300.2200012207031,299.2099914550781,299.82000732421875,299.82000732421875,998188
2022-02-11 11:30:00-05:00,299.760009765625,300.3800048828125,299.239990234375,299.7799987792969,299.7799987792969,875048
2022-02-11 11:45:00-05:00,299.7900085449219,300.9100036621094,299.489990234375,300.3999938964844,300.3999938964844,780035
2022-02-11 12:00:00-05:00,300.3900146484375,301.2799987792969,300.0299987792969,300.8699951171875,300.8699951171875,634291
2022-02-11 12:15:00-05:00,300.8865051269531,301.1000061035156,300.04998779296875,300.57000732421875,300.57000732421875,539814
2022-02-11 12:30:00-05:00,300.55999755859375,301.07000732421875,300.17999267578125,300.3299865722656,300.3299865722656,569240
2022-02-11 12:45:00-05:00,300.3399963378906,300.5199890136719,299.2547912597656,299.4549865722656,299.4549865722656,829602
2022-02-11 13:00:00-05:00,299.4599914550781,300.364990234375,299.3999938964844,299.92999267578125,299.92999267578125,631592
2022-02-11 13:15:00-05:00,299.9639892578125,300.2825012207031,299.1300048828125,299.17999267578125,299.17999267578125,649276
2022-02-11 13:30:00-05:00,299.17999267578125,299.17999267578125,296.6199951171875,297.0400085449219,297.0400085449219,1779453
2022-02-11 13:45:00-05:00,296.9599914550781,297.25,295.1600036621094,296.04010009765625,296.04010009765625,1761258
2022-02-11 14:00:00-05:00,296.0199890136719,297.07000732421875,295.05999755859375,296.9100036621094,296.9100036621094,1594531
2022-02-11 14:15:00-05:00,296.9100036621094,298.29998779296875,296.05999755859375,296.4100036621094,296.4100036621094,1268775
2022-02-11 14:30:00-05:00,296.45001220703125,297.7799987792969,296.1099853515625,296.17999267578125,296.17999267578125,1593825
2022-02-11 14:45:00-05:00,296.20001220703125,296.39990234375,295.0899963378906,296.17999267578125,296.17999267578125,1126451
2022-02-11 15:00:00-05:00,296.17999267578125,297.6199951171875,296.1000061035156,296.3500061035156,296.3500061035156,1130869
2022-02-11 15:15:00-05:00,296.3299865722656,297.162109375,295.32000732421875,295.95001220703125,295.95001220703125,1369408
2022-02-11 15:30:00-05:00,295.95001220703125,296.07659912109375,294.2200012207031,295.4599914550781,295.4599914550781,1711715
2022-02-11 15:45:00-05:00,295.4599914550781,296.8900146484375,294.8699951171875,294.9549865722656,294.9549865722656,3279453
