Datetime,Open,High,Low,Close,Adj Close,Volume
2022-02-11 09:30:00-05:00,126.41999816894531,127.1698989868164,123.91999816894531,124.22010040283203,124.22010040283203,8004343
2022-02-11 09:45:00-05:00,124.2300033569336,125.61000061035156,122.75,123.052001953125,123.052001953125,7167994
2022-02-11 10:00:00-05:00,123.05000305175781,124.24490356445312,121.94999694824219,122.3499984741211,122.3499984741211,7437343
2022-02-11 10:15:00-05:00,122.33000183105469,122.72010040283203,121.43000030517578,122.44000244140625,122.44000244140625,6782172
2022-02-11 10:30:00-05:00,122.42500305175781,123.09510040283203,121.7300033569336,122.04000091552734,122.04000091552734,5711110
2022-02-11 10:45:00-05:00,122.05000305175781,122.08000183105469,120.5,120.5999984741211,120.5999984741211,5394462
2022-02-11 11:00:00-05:00,120.5999984741211,121.62999725341797,120.01000213623047,120.0199966430664,120.0199966430664,5193304
2022-02-11 11:15:00-05:00,120.0199966430664,120.31999969482422,119.55999755859375,119.77999877929688,119.77999877929688,5919762
2022-02-11 11:30:00-05:00,119.7699966430664,120.05999755859375,118.7300033569336,119.18499755859375,119.18499755859375,4808083
2022-02-11 11:45:00-05:00,119.18000030517578,119.75,118.62000274658203,119.37000274658203,119.37000274658203,4782076
2022-02-11 12:00:00-05:00,119.37000274658203,119.48999786376953,118.7698974609375,119.32559967041016,119.32559967041016,3336024
2022-02-11 12:15:00-05:00,119.33000183105469,119.33000183105469,118.16000366210938,118.9000015258789,118.9000015258789,4181297
2022-02-11 12:30:00-05:00,118.88999938964844,118.88999938964844,117.72000122070312,117.76000213623047,117.76000213623047,4817351
2022-02-11 12:45:00-05:00,117.76119995117188,118.13999938964844,117.06999969482422,117.11009979248047,117.11009979248047,4035652
2022-02-11 13:00:00-05:00,117.12000274658203,117.97000122070312,116.95999908447266,117.8499984741211,117.8499984741211,4048221
2022-02-11 13:15:00-05:00,117.86000061035156,118.3499984741211,117.08000183105469,117.08999633789062,117.08999633789062,4049905
2022-02-11 13:30:00-05:00,117.08000183105469,117.13999938964844,115.30999755859375,115.99500274658203,115.99500274658203,7523832
2022-02-11 13:45:00-05:00,115.95189666748047,116.36000061035156,115.3499984741211,115.5000991821289,115.5000991821289,5164607
2022-02-11 14:00:00-05:00,115.51000213623047,116.08000183105469,114.5,114.80000305175781,114.80000305175781,7061860
2022-02-11 14:15:00-05:00,114.79620361328125,115.79979705810547,113.87999725341797,114.04499816894531,114.04499816894531,5883311
2022-02-11 14:30:00-05:00,114.05000305175781,114.63999938964844,113.73999786376953,113.80999755859375,113.80999755859375,5119368
2022-02-11 14:45:00-05:00,113.83000183105469,113.97979736328125,112.65499877929688,113.66999816894531,113.66999816894531,5803750
2022-02-11 15:00:00-05:00,113.66999816894531,115.22000122070312,113.54100036621094,113.86499786376953,113.86499786376953,7774407
2022-02-11 15:15:00-05:00,113.84010314941406,114.40080261230469,112.70999908447266,113.27999877929688,113.27999877929688,7220146
2022-02-11 15:30:00-05:00,113.26499938964844,113.44000244140625,111.80999755859375,112.19999694824219,112.19999694824219,7206855
2022-02-11 15:45:00-05:00,112.19999694824219,113.52999877929688,111.81999969482422,113.13999938964844,113.13999938964844,12549241
