Datetime,Open,High,Low,Close,Adj Close,Volume
2022-02-11 09:30:00-05:00,2772.0,2783.125,2759.659912109375,2760.489990234375,2760.489990234375,132164
2022-02-11 09:45:00-05:00,2761.074951171875,2780.3701171875,2758.0,2761.739990234375,2761.739990234375,59330
2022-02-11 10:00:00-05:00,2762.60498046875,2777.719970703125,2757.3798828125,2760.39990234375,2760.39990234375,51281
2022-02-11 10:15:00-05:00,2758.10009765625,2759.680908203125,2750.0,2759.5400390625,2759.5400390625,66295
2022-02-11 10:30:00-05:00,2758.919921875,2767.330078125,2756.771728515625,2765.080078125,2765.080078125,46314
2022-02-11 10:45:00-05:00,2762.6298828125,2768.590087890625,2761.4501953125,2762.85009765625,2762.85009765625,44819
2022-02-11 11:00:00-05:00,2764.764892578125,2775.239990234375,2762.72998046875,2764.260009765625,2764.260009765625,35448
2022-02-11 11:15:00-05:00,2763.36181640625,2766.523193359375,2758.199951171875,2760.679931640625,2760.679931640625,30166
2022-02-11 11:30:00-05:00,2760.0,2764.72998046875,2751.72998046875,2753.869873046875,2753.869873046875,26833
2022-02-11 11:45:00-05:00,2752.47265625,2763.389892578125,2750.800048828125,2758.39990234375,2758.39990234375,30320
2022-02-11 12:00:00-05:00,2758.60400390625,2760.0,2754.669921875,2756.820068359375,2756.820068359375,20298
2022-02-11 12:15:00-05:00,2758.25,2759.139892578125,2751.512451171875,2756.52001953125,2756.52001953125,18644
2022-02-11 12:30:00-05:00,2756.264892578125,2758.652587890625,2754.485107421875,2756.56005859375,2756.56005859375,17617
2022-02-11 12:45:00-05:00,2753.22998046875,2753.43994140625,2744.885009765625,2746.77001953125,2746.77001953125,59664
2022-02-11 13:00:00-05:00,2747.534912109375,2751.669921875,2743.989990234375,2748.22998046875,2748.22998046875,28991
2022-02-11 13:15:00-05:00,2748.610107421875,2750.0,2741.0,2741.0,2741.0,27650
2022-02-11 13:30:00-05:00,2740.844970703125,2740.844970703125,2713.969970703125,2713.969970703125,2713.969970703125,90016
2022-02-11 13:45:00-05:00,2714.0,2715.64990234375,2702.55029296875,2703.989990234375,2703.989990234375,113293
2022-02-11 14:00:00-05:00,2705.780029296875,2705.780029296875,2693.12939453125,2699.64990234375,2699.64990234375,130443
2022-02-11 14:15:00-05:00,2701.949951171875,2706.719970703125,2681.1201171875,2684.090087890625,2684.090087890625,96760
2022-02-11 14:30:00-05:00,2683.68505859375,2695.89501953125,2682.42236328125,2686.0,2686.0,52527
2022-02-11 14:45:00-05:00,2687.6201171875,2687.669921875,2673.1044921875,2677.4599609375,2677.4599609375,88113
2022-02-11 15:00:00-05:00,2680.625,2692.340087890625,2679.840087890625,2682.0,2682.0,85437
2022-02-11 15:15:00-05:00,2683.3701171875,2689.2099609375,2672.77001953125,2682.75,2682.75,80866
2022-02-11 15:30:00-05:00,2681.52001953125,2682.10009765625,2668.0,2670.510009765625,2670.510009765625,108255
2022-02-11 15:45:00-05:00,2673.450927734375,2700.655029296875,2672.4599609375,2684.8798828125,2684.8798828125,218351
